timestamp;buyer;seller;symbol;currency;price;quantity
61600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;4
72300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;10
72800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;5
74000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;4
75000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;6
87800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
89700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
93000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
97900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
98700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
115100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;9
119100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;10
120000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;10
120300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
121500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
122600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
126800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
127500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;10
129900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;9
132400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
143700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
165500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
165500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
169400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
184700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
184700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
185000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;6
185000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;4
189700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10010;5
192300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10005;7
193300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
198600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;7
206700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
212700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
223900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
224400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
228300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;7
233700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;6
236900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
244600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;7
247800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
247800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
254700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;10
262000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
267900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;10
269300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
276400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;9
289400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
302800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;7
310300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;6
312000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
313300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;6
313300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;2
313700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;6
319100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
330300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
333200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
361600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
363200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
363300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
365700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
367100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;10
369000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10005;9
370400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;9
370500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
379900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;6
381700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
383600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;5
384800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;7
386500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
393800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;9
394700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
401400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
409200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
409500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
423900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;7
428000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
429800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
441900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
444000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;10
444800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
448000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;7
453000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;8
454000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;2
455900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;10
462400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;6
463700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
465900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
467700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
467800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;4
467800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;2
467800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
468300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
469300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
471300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
483400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;7
489100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
489200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;7
493900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;10
494400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;6
498800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;6
501900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;6
503100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
523600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
523800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
525300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;7
525900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;9
525900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
526500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
527400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
532800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
534800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;9
538200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;9
538600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;7
544400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;8
548400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;10
552600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;7
554000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;5
557400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;9
557800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
559300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;8
560800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;10
564900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
578400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
579000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
580800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;6
585100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
586200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
589000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
593000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
597100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
598600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
609700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;6
618700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
626000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
639200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;9
640500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
655400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
658400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;8
658400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
658400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;9
664800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;7
679300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;6
689600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;10
703900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;5
709400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;6
710000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
713400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;10
714900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;5
714900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;5
716400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
721200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
722800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;7
731000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;9
740500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
750600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
750600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
752000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
755100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
768500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;5
773400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9994;8
775000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;5
775000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;4
775100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;9
778500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;7
779700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;6
782300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;4
784800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;4
794000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;5
795600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;6
801100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
839800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;7
841100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;10
850300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;10
855500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;8
861900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;6
863600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
868100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;7
872000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;10
875900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;7
877500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
879100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
881400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;9
882700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;10
886600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;9
887600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;9
888000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
894900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
899100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;7
900000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
901500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;6
901500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
906000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
906700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
910100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
913100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;7
915300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;10
917500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
918800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
923800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
923800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
925700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;10
926100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;10
928600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;8
934400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
937800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;10
940000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
941000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;4
943100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
945100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
947400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
947700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
949300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
951100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
953100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;8
953900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;7
969800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9988;6
973800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9993;4
977300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
977500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;10
984500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;8
984500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;4
985700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;5
985700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;3
988700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
993200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;10
995300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;5
